,clean_data,sentiment
1475,Let's stay vigilant as we move towards an endemic policy #HowAboutNow #cc4cc #vaccine #nonvaccine #ceem #inlandempire #sanbernardinocounty #riversidecounty #chinocounty #lacounty #inlandempirenews #covid_19 #coronavirus a c c t https://t.co/3N4lNPVk5N,pos
123,The bill proposed by California Senator Dr Richard Pan D-SD 06 would have required all California students in public private pre-schools and daycare to take the Covid 19 vaccine and all boosters along with ten other vaccines before attending https://t.co/L4sFwKSi8M,neu
2157,Biden ran on mask mandates mitigation listen to science during elections閳ヮ洈othing but LIES His vaccine only strategy is short sighted and reckless 1.6+ million lost from workforce due to long covid Stop gloating about unemployment while so many still suffering https://t.co/bajmyAiIV1,neg
874,How Are #Blockchain and #IoT Helping COVID Vaccine Shipments IoT For All #IoT #IoTPL #IoTCL #IoTPractioner #IoTCommunity https://t.co/RkWxEwXJyF https://t.co/xFRYGWbHZp,pos
660,Nope if you take the biontech vaccine Pfizer started mass production at the start if testing This has never happened before and could have totally backfired Like AZ I've had 2 and a Pfizer boost,pos
1796,If you have a kid under five who had Covid before getting a vaccine share with here If not retweet and share The time to speak up is now There is not a day to waste This means everyone no matter how large or small your following #offlabelU5 https://t.co/xh1P6BiRrd,pos
531,When was her last Covid vaccine Let me guess Exactly 3 months ago Seems to be the magic number RIP https://t.co/E0cotExCUp,pos
255,So I think there's a simple solution here If the military is requiring a COVID vaccine and you are unwilling to get the Vaccine perhaps joining the Military isn't for you,pos
1054,One year ago today I got my first dose of the COVID 19 vaccine Feeling very thankful to be vaccinated boosted and healthy,pos
662,Broadway Adjusts COVID Vaccine Requirements Extends Mask Policy The mask mandate has been extended until May 31st but many theaters will drop vaccine requirements after April https://t.co/muGDh2pKtK,neg
2327,Despite what anti-vaxxers try to sell you if a vaccine is going to have adverse effects it will do so within a few weeks of administration The disease however results from an infection which has far more wide-ranging long-lasting effects https://t.co/ozHlAFOj7C,neg
230,I can prove they aren but in this case I know that kids between 11 months and 5 years old can be vaxxed so I am very confident that in this particular case it is likely something completely unrelated to COVID or the,pos
901,Why is it going to take 3 months for children 5 to receive approval when it took 2 months at most for every other age group And I haven forgotten that you edited out the CDC director comment about masks being the scarlet lett,pos
2126,I'm tired of covid vaccine boost ads Radio ads even my pharmacy was texting me SMH I am double vaxxed and double natural infection I don't need any more heart attack causing toxins thx,neg
765,The rate of COVID 19 vaccinations in McHenry County is on the rise since the start of April with total vaccines eclipsing March total in less than two weeks IDPH data shows https://t.co/9v2pymW5ps,neu
2160,My favorite is how he blamed trump for all the covid deaths meanwhile more people have died of covid under Biden and that閳ユ獨 with a vaccine available,neg
2175,The vaccine is causing cancers to return in people Cancer is a 100B industry Ivermectin costs 3 if covered by insurance Every response to Covid has been about making the rich even richer,pos
380,Lawless Government The HHS Illegally Redefined Vaccine to Provide Legal Immunity for COVID Shots Thomas Renz There would normally have to be a rulemaking process or legislative change to do that They just skipped it they didn't care that they were breaking the law https://t.co/IEX6p3tJpU,neg
2145,Imagine knowing tbe Tories got you your Covid vaccine You've got it forever Dies your skin crawl ...,neu
1745,We continue to schedule second booster doses of the COVID 19 vaccine for those who are eligible Appointments are required and can be made via MyBellinHealth or our COVID hotline at (920) 445-7313 Please reach out with any questions or concerns https://t.co/gUsl5T8Wv9,pos
864,This is a SPECIAL KIND OF STUPID Since day one of the pLandemic I haven't worn a mask and haven't received any vaccine NONE And guess what ... I never got COVID https://t.co/w8d5wNCGn7,neu
1288,1 MILLION INJURIES from the VACCINE You may ask urself how is that even possible ... for Fauci to keep his job and Pfizer Moderna to still dispense this crap https://t.co/lVMxFYD0qW,neg
2533,Statewide Student COVID Vaccine Mandate Delayed Until 2023 https://t.co/mKGCQCajVf https://t.co/KRgVmi3U5v,neg
787,This is a separate mandate from the one proposed in Senate Bill 871 which would have required the vaccine for children to attend childcare or school in person That bill removed the personal belief exemption https://t.co/a8q7yzwNQl,neu
101,Death is not the only negative effect of Covid The vaccine reduces severe disease in anyone,neg
1037,Everyone over 18 get a COVID 19 booster If you've had a 2 dose vaccine boosters are recommended at least 6 months after for the 1 dose vaccine it's at least 2 months Boosters are an additional layer of protection https://t.co/pWJBxWXYSK,pos
2349,Covid vaccines didn閳ユ獩 work for many cancer patients 閳 but researchers are designing a new shot ... https://t.co/0K2OTnxrxk via,neg
2094,India's Covishield Vaccine Is Effective Against UK Strain Of COVID 19 via NaMo App,pos
421,Letters Parcel tax Disabled vets pay Alzheimer research COVID vaccine https://t.co/bYGkcUjfO5,neg
2189,New Delhi Precaution doses of Covid vaccines will soon be provided free of cost to people in government hospitals soon the Delhi government announced on Friday According to the protocol the precaution doses of the vaccine will be given to the people who have completed nine mo https://t.co/owL7y3wImY,pos
1851,California COVID Vaccine Mandate for Kids Taken Off the Table for Another Year https://t.co/9hjqN1Iqcm via,neu
877,Moderna Covid 19 vaccine now available at Desoto Family Care Clinic CALL US AT 662-510-5353 to set your appointment https://t.co/EUq3YL8FP1,pos
1095,Irving on vax saga Made right decision for me https://t.co/xWZFwCi4xi,neu
675,It unfortunate COVID has claimed the lives of so many young people that could have received a free safe and effective vaccine to save their lives I know 3 unvaccinated less than 50 with no comorbidities who refused the shot then died o,pos
1873,We have to question whether this paper by the University of Michigan was simply a it job to quell dissenting voices and throw onspiracy theorists off the track that SARS-CoV 2 was made in a lab Read more The link between Covid 19 the Covid Vaccine HIV and AIDS,neu
566,I recommend this just released book if you seek to fully appreciate Trudeau's dystopic and social credit system inspired pandemic agenda https://t.co/HZVXBMK9GU,pos
290,California delays COVID 19 vaccine mandate for schoolchildren until 2023 https://t.co/sQmQkUBLyl,neu
2095,That V rate lie justifies in their minds counting EVERY athlete閳ユ獨 death as being vaccine related Like these entries No details at all Could be accidents suicides drug ODs or even murders But these go on their 閳ユ窉ead After Covid Shot閳 list anyway Yeah Spot on 棣冩  https://t.co/JD82vVKMAN,neg
798,nan,neu
1870,Ingham County Health Department or ICHD and Michigan State University are once again holding COVID 19 vaccination clinics for the MSU and greater East Lansing community at the Breslin Center on Monday April 18 and Monday April 25 https://t.co/2OBO5ks1tx,pos
523,I recommend this just released book if you seek to fully appreciate Trudeau's dystopic and social credit system inspired pandemic agenda https://t.co/HZVXBMK9GU A friend of mine recently bought 40 of these books to distribute to his friends,pos
626,Your vaccines seems to have lead you to memory loss one shot immunity was how the government sold the population on the vaccine just a year ago Then when Covid just kept rolling along it was you need a booster now were at what 4 shots https://t.co/MzQ4yZPCEX,neg
495,I recommend this just released book if you seek to fully appreciate Trudeau's social credit system inspired pandemic agenda https://t.co/HZVXBMK9GU A friend of mine recently bought 40 of these books to distribute to his friends who he says,pos
1583,two weeks later Oh no where did all these hospitalizations come from Mandy p s COVID can permanently disable you through the vaccine Take it seriously,neg
2188,This Covid vaccine is deadly閳ヮ毈OR CHILDREN https://t.co/hJ6TBtE4gY,neu
1616,5 Data mount on vaccine safety Millions of doses of vaccines have been given to children and the data are only growing showing the safety of vaccines https://t.co/SNJgJTjeJx,pos
1782,Long covid is not a substantial risk in the fully vaxxed All of the data to date either looks at PRE vaccine infections or relied on biased surveys,neg
158,#LISTEN On today's #AskAnExpert s Dr Yvonne Maldonado broke down to and why California is waiting before mandating COVID 19 vaccinations for students https://t.co/1HTuU5p0ow,neg
1890,The next leap in coronavirus vaccine development could be a nasal spray As the virus evolves some scientists are calling for a change in vaccine strategy https://t.co/2tHlKlS9ab,neu
790,LOL that you think you e not suppressing free speech Why were people banned from Twitter for pointing out correctly as it turns out that the COVID vaccine would not prevent you from getting sick Good luck in your next career,pos
2416,in six months I will be here lock my lines coz I am not registering Ask and coz I didn't get huduma number and COVID vaccine,neg
2311,California is backing away from requiring COVID vaccines for kids to attend school this fall BART is expanding its use of license-plate readers at parking areas and a bar fight in Petaluma turned into a shooting Thursday night https://t.co/se76gPqPP3,neg
