username,location,text,True or Not,isSarcasm,tweet_date,hashtags_extracted,,,,
1111 yeji,love dive?? ????? DIVE-0069 ,@lvdasahi i had 3 covid vaccine shots already and the likelihood of me getting covid is higher than me getting a date for prom ??????????????????,,,2022-04-15 16:10:53+00:00,,,,,
Alt David Windt,Morningside Heights,"""this data is pretty provocative and would seem to argue that more doses is just digging the hole deeper for you in the long run. that would seem to be the opposite of a vaccine and more akin to an immuno-suppressant.""

https://t.co/FQz5GgT0YJ https://t.co/3l1yduFWy7",,,2022-04-15 16:10:51+00:00,,,,,
Nick S,,@madcanadian2017 @for_options @RealAndyLeeShow @KirstyThunder @dkreative1 @RGAM007 Yes resd what you just said and add the data. We??e trying to prove the efficiency  of the vaccine. The vaccine mirrors body post Covid immunity which is about 8 months. The stats you gave me are for statistics of this year. 2022. If somone got vaccined in march 2021 -,,,2022-04-15 16:10:23+00:00,,,,,
Enlightening Matters,,"??bout two-thirds of 12- to 17-year-olds have been vaccinated, but the numbers are much lower for kids 5 to 11, with only about one-third vaccinated.??
Even in #California, many parents are skeptical about giving their kids the ??. ??????

 https://t.co/SWUBciJkg1",,,2022-04-15 16:10:16+00:00,california,,,,
North Coast Journal,"Humboldt County, Calif.","The state decides it won?? require COVID vaccines for children this fall, and a bill to mandate kids vaccines without personal belief exemptions stalls out. #COVID19
#California #school #children
#VaccineMandate #Legislature

https://t.co/L9IlSN8AUH",,,2022-04-15 16:10:11+00:00,"covid19,california,school,children,vaccinemandate,legislature",,,,
SFist,San Francisco,"California is backing away from requiring COVID vaccines for kids to attend school this fall, BART is expanding its use of license-plate readers at parking areas, and a bar fight in Petaluma turned into a shooting Thursday night. https://t.co/se76gPqPP3",,,2022-04-15 16:10:05+00:00,,,,,
andrea,,@US_FDA When are you going to approve the Novavax Covid vaccine?,,,2022-04-15 16:10:04+00:00,,,,,
Roque Coral,"Pacifica, CA","@jennbick1 @AstorAaron If you want to argue that the COVID vaccine turns you into a lizard, do it on there amongst actual experts in the field, not on a massive social media platform where a suburban soccer mom might actually believe it to be true.",,,2022-04-15 16:09:27+00:00,,,,,
Allen J Cannon,,"@molmar54 @DaniiiiV the shots?? ????????https://t.co/zXLAOTdS0N

https://t.co/WTmDzZkXzt

https://t.co/bkGvbBWXlr
as the FDA papers on the shots get released we are learning how much they knew and hid.",,,2022-04-15 16:09:10+00:00,,,,,
Erica,"Greenfield, WI",@BarberSniping @Mandy913224232 @bart_heerema @TheoFleury14 Think before you speak??e were under a world wide pandemic??his isn?? normal??e don?? normally have semi freezers packed with dead bodies all having died of covid.  My uncle didn?? get the vaccine and suffocated to death from covid this year.  He?? be alive if it was mandated!,,,2022-04-15 16:09:06+00:00,,,,,
Ashton Cox,"Earth, Welcome ","@black0_panther @brock_shuler @TS_WorldTravel I mean, we have ALL heard him say this. Haha! 
https://t.co/cZlvcTXVdP",,,2022-04-15 16:08:44+00:00,,,,,
Rachael,"Baton Rouge, LA",@CoastalMP Is Covid Vaccine or Test required for @LiveNation @jimmybuffett,,,2022-04-15 16:08:37+00:00,,,,,
Rotherham Council,Rotherham,"For us all to live safely with #Covid19 it's really important that we take up all the vaccinations offered to us.

Visit https://t.co/fHWAWpYtMK for full details about vaccines available for Rotherham residents, including Spring Boosters and those for children and young people. https://t.co/9B6yisr0uZ",,,2022-04-15 16:08:35+00:00,covid19,,,,
Henry Walker Smith,,@CllrTigerPatel you can cue for a vaccine or a covid test you can vote in person,,,2022-04-15 16:08:22+00:00,,,,,
Captain Wonkish,"Birmingham, UK","@KayLKelley @Debunk_the_Funk You said they were different than this vaccine so I thought you were referring to the vaccines themselves.

COVID is less risky to kids than a lot of these other diseases, but that doesn?? mean there aren?? risks to them from it, and it definitely doesn?? mean Malone is right.",,,2022-04-15 16:08:09+00:00,,,,,
Serafeim Stasinos,"Athens, Greece.","Covid vaccine technology could create first cure for heart attacks

https://t.co/kfyRh1bh0o",,,2022-04-15 16:08:07+00:00,,,,,
Zor-El,Missouri,@debodont @CassieSmith789 And again the vaccine is far less worse than getting Covid unprotected. The virus attacks all those things and can cause more damage. So you can take a tiny risk or a larger risk.,,,2022-04-15 16:08:03+00:00,,,,,
Xx,,"??Confidential Pfizer Document suggests ??ovid Vaccine Shedding??leading to ??enstrual Cycle Disruption??and ??iscarriage??is possible via ??kin-to-Skin Contact??&amp; ??reathing the same Air??
https://t.co/7yGuK5EwSC",,,2022-04-15 16:08:00+00:00,,,,,
Christlike Atheist,United States,"@DEBATEZdotCOM @InfiDale3476 Can?? be herd immunity, because there is a vaccine. Lockdowns caused problems to misinformed people. The transparency problem is due to allowing each state to report deaths without requiring a standard. Florida has low COVID deaths, but we know for a fact that is due to politics.",,,2022-04-15 16:07:15+00:00,,,,,
The Noble Foundation,"Vancouver, Washington",The Washington state Board of Health has decided that COVID-19 vaccines will not be required for students to attend K-12 schools this fall. https://t.co/U0w3Pl5PGy #Washington #COVID19 https://t.co/V3QwPL5Jc7,,,2022-04-15 16:07:03+00:00,"washington,covid19",,,,
MicrobesInfect,"San Francisco, CA","The @US_FDA granted emergency use authorization to the first #COVID19 test that can detect the #coronavirus in a breath sample, within a few minutes &amp; with a high degree of accuracy, the agency said

https://t.co/75JFaExTPo",,,2022-04-15 16:07:02+00:00,"covid19,coronavirus",,,,
Lynne Up North - ???? - ????,"Scotland, United Kingdom","@madkingkade @PfreedomRi @MostProudCanuck @CTVNews Despite what anti-vaxxers try to sell you, if a vaccine is going to have adverse effects, it will do so within a few weeks of administration. The disease, however, results from an infection which has far more wide-ranging &amp; long-lasting effects.
https://t.co/ozHlAFOj7C",,,2022-04-15 16:06:52+00:00,,,,,
Jenny_Robin,,"??Heart_to_Heart??is ready ??KCLibrary??North-East from 11-3 today! Stop by the library, get your #COVID-19 vaccine, find a new favorite book! #KCMO https://t.co/SsDVg2aTeU",,,2022-04-15 16:06:51+00:00,"covid,kcmo",,,,
Donna Calvey,"Ohio, USA","@DrJamesOlsson Is it possible, since ACEs risks are higher for contracting covid &amp; deaths ,That the Covid vaccine is proliferating ACES underlying conditions, &amp; result in Deaths? For example, Covid VAERS ACEs myocarditis deaths, &amp; not Covid myocarditis?",,,2022-04-15 16:06:50+00:00,,,,,
Nakiah Cherry Chinchilla ??????,"Playa Vista, Los Angeles",@Toure Why did one of my relative try to convince me last fall that the vaccine actually GAVE people Covid? I mean folks just out here talking nonsense.l,,,2022-04-15 16:06:30+00:00,,,,,
JAX Report,"Seacliff, CA - Madison Co. MT","Moderna Recalls 764,900 COVID-19 Vaccine Doses After Contamination Found https://t.co/iu9gcKkz4b",,,2022-04-15 16:06:10+00:00,,,,,
Michael Kies,"North Carolina, USA",@SocialFuzzer @IS77294876 @SofiaHCBBG You'll have to post something that supports this claim.  Yale Medicine site says Moderna is 95% effective vs. 90% effective for Novavax.  https://t.co/qcs74YzKlg,,,2022-04-15 16:05:59+00:00,,,,,
Smoothing,,"LOL  next thing they will come up with is a law that will authorize law enforcement to pull over suspicious people sneezing in their cars. They will call it a ""Sneez Sobriety Test""
https://t.co/cQquIsKCR3",,,2022-04-15 16:05:57+00:00,,,,,
Henry W Schaadt,,@GeorgeTakei You mean like ??accines will prevent the spread of Covid??or ??f you get the vaccine it will keep you from dying or being hospitalized?? Those kinds of lies and misinformation? Or do you have something else in mind?,,,2022-04-15 16:05:44+00:00,,,,,
Smoothing,,"LOL  next thing they will come up with is a law that will authorize law enforcement to pull over suspicious people sneezing in their cars. They will call it a ""Sneez Sobriety Test""
https://t.co/cQquIt2M5b",,,2022-04-15 16:05:42+00:00,,,,,
J K DENTAL HOSPITAL,"Chandkheda, Ahmedabad, India","Bleaching was being done at @JKDENTALORTHO , Ahmedabad.

Visit us for your one step dental solution.

#dentist #orthodontist #ahmedabad #braces #aligner #implant #braces #cosmatics #covid #vaccine #Trending https://t.co/RCJCwSyunr",,,2022-04-15 16:05:35+00:00,"dentist,orthodontist,ahmedabad,braces,aligner,implant,braces,cosmatics,covid,vaccine,trending",,,,
Randy Browne,,At this point it feels like the FDA is just trying to see how many things they can authorize other than the under-5 COVID vaccine.  https://t.co/I29tncFNNI,,,2022-04-15 16:05:20+00:00,,,,,
T Good,Outer Space,Health Experts: COVID Vaccine Inequity Is Still Endangering Millions of Lives https://t.co/4FJ6k3eb5S via @truthout,,,2022-04-15 16:05:16+00:00,,,,,
Martin Sirakov,"London, United Kingdom","""Coronavirus cases are complicating plans for the music festival season."" by BY BEN SISARIO via NYT New York Times https://t.co/V6Qw42vFE4",,,2022-04-15 16:05:14+00:00,,,,,
Manja,"Lahti, Suomi","??OVID-19 mRNA Vaccine BNT162b2 is not recommended for children under 12 years.??
Information for UK recipients on Pfizer/BioNTech COVID-19 vaccine (Regulation 174) - https://t.co/pbpS1i4JB2 https://t.co/UsWAuJxq1j",,,2022-04-15 16:05:04+00:00,,,,,
thewriterJanet Walker,"Beverly Hills, CA","Beltway Insider: Biden/SCOTUS, Ukraine Bucha Massacre, Jan 6 Committee COVID/Vaccine Totals, Tiger Woods, Will Smith https://t.co/iVpUKoItUT",,,2022-04-15 16:05:02+00:00,,,,,
Sean,,"@3_deeznutz @fordnation If you get Covid-19 blame yourself for being vaccinated. Blame Doug for promoting the vaccine and the multiple boosters shots. The masks do nothing to stop the spread, either does the vaccine. 
Natural immunity is what will get you through this.",,,2022-04-15 16:04:59+00:00,,,,,
Roque Coral,"Pacifica, CA","@jennbick1 @AstorAaron And it?? not like there aren?? plentiful places on the internet where you can discuss these things. You can find entire forums/blogs of people discussing the potential origins of COVID-19 or vaccine safety etc. if that?? what you really want to talk about, go to those places.",,,2022-04-15 16:04:46+00:00,,,,,
Jose,,@kombiz @NateSilver538 Rachel Maddow rift on the vaccine stopping the spread of COVID is still up and not marked as ??isinformation??although we now know what she said is not true.  Should Rachel Maddow be banned from Twitter?,,,2022-04-15 16:04:43+00:00,,,,,
GlucoRx,"Guildford, England","The GlucoRx Pharmacy Vaccine Centre is open from 9am tomorrow ??

?? Walk-ins available  
??9am to 5pm
?? 1C Henley Business Park GU3 2DX
????Free Parking

Book or manage your vaccine here ??https://t.co/V8pIfeIfLm https://t.co/ADJ5ZfZQgN",,,2022-04-15 16:04:03+00:00,,,,,
Merced County Public Health,,"Need to get your COVID-19 Vaccine?

Come out to the Los Banos Apartments today: April 15, 2022, between 11:00 AM to 7:00 PM.

COVID-19 vaccines are available for children and adults.",,,2022-04-15 16:04:00+00:00,,,,,
Mike B. Nice????AKA????Roman Maroni,"Walnut Hollow,","@lu33_mia @fname84776969 @newsmax POTUS is trying to stop Rs from killing Americans to own a lib POTUS
R states became 20/22 worst states with Covid death's AFTER THE VACCINE
Left graph may be used to prosecute deathsantis for negligent homicide
Rs keep you broke and dying. https://t.co/Jf8a6TI0OY",,,2022-04-15 16:03:12+00:00,,,,,
The Lancet Gastroenterology & Hepatology,,"??wo vaccine doses were found to be highly effective against both SARS-CoV-2 infection and severe COVID-19 outcomes in patients with rheumatoid arthritis, ankylosis spondylitis, psoriasis, and inflammatory bowel disease during the study period.??#GITwitter #IBD https://t.co/WoPJhRt6bg",,,2022-04-15 16:03:09+00:00,"gitwitter,ibd",,,,
HelmaHase,,Covid vaccines didn?? work for many cancer patients ??but researchers are designing a new shot... https://t.co/0K2OTnxrxk via @statnews,,,2022-04-15 16:03:01+00:00,,,,,
Disability Rights Pennsylvania,Pennsylvania,"Justice Department Secures Agreement with CVS Pharmacy Inc., to Make Online COVID-19 Vaccine Registration Accessible for People with Disabilities
 https://t.co/na2yfn7lua",,,2022-04-15 16:02:55+00:00,,,,,
Digital Surveillance,"Los Angeles, CA","California delays student COVID-19 vaccine mandate
California will delay its COVID-19 vaccine mandate for schoolchildren until at least July 2023, state health officials announced Thursday.
The state will wait for the U.S. Food and Drug Administration to give full approval. https://t.co/9KIuUi7Jp3",,,2022-04-15 16:02:43+00:00,,,,,
Austin,,"I don't understand this obsession with testing. If you're sick, stay home until you feel better. Just like we've done for hundreds of years. People have had 3 (or even 4!) Covid vaccine shots in a year, taking a test to find out if you're sick is stupid. https://t.co/uQgRzDydlD",,,2022-04-15 16:02:18+00:00,,,,,
Government of PEI,PEI,"COVID-19 vaccines are effective in reducing the risk of severe illness. There are 100s of appointments across the province for everyone 5+, including booster appts for  12+. https://t.co/0jqQH6eW0O @Health_PEI @PEIwellness https://t.co/zkHisaNq2O",,,2022-04-15 16:02:17+00:00,,,,,
CalMatters,"California, USA","Within the space of a few hours on Thursday, California?? possible COVID-19 vaccine mandates for students were significantly scaled back and then postponed for at least a year https://t.co/1xtRnqIMcf",,,2022-04-15 16:02:06+00:00,,,,,
Saint Louis Regional Health Commission,"St. Louis, MO","For a map COVID-19 vaccination events, testing events,  and treatment locations, be sure to check out https://t.co/gKq1RQCFb3! 

You can also find information to #informyourchoice on the vaccine and at-home testing options! https://t.co/02obIfc1qk",,,2022-04-15 16:02:05+00:00,informyourchoice,,,,
pissed off American ???????,@sfranklin1926 What ever happened to ??f you get the vaccine you won?? get covid it?? that simple??~Joe Biden? How many have died since Joey took office? Covid is still here and even making it?? way through our corrupt elites and that?? with 849503 boosters ??,,,2022-04-15 16:01:41+00:00,,,,,,
Lynne Up North - ???? - ????,"Scotland, United Kingdom","@nexusvisions @saskygirl @MostProudCanuck @CTVNews And in the meantime, you intend to just ignore the fact that we don't have long-term risk data from having had Covid, and similarly you intend to ignore all the comparative risk data between the vaccine and the disease?
https://t.co/ozHlAFOj7C",,,2022-04-15 16:01:39+00:00,,,,,
Health and Wellness,Prince Edward Island,"You can book your 2nd COVID-19 booster if:
??it?? been 4-6 months since your 1st booster
??you live in a group setting, incl long-term care and community care
??you are 70+
??you are an Indigenous adult 18+
For details: https://t.co/W0OenY2WhX https://t.co/ewIOt43POL",,,2022-04-15 16:01:34+00:00,,,,,
King Fisher,,"@RealTBONEHusker They will never admit it.

This whole LongCOVID thing is a cover for vaccine injury. Plausible deniability.

Btw, patients deprived of early treatment may have developed enough systemic spike protein so as to emulate the vaccine injury symptoms, but they will blame COVID instead.",,,2022-04-15 16:01:28+00:00,,,,,
