username,location,text,True or Not,isSarcasm,tweet_date,hashtags_extracted,,
Ryan,EU,"Vaccine injury isn't rare when it happens to your child, no, sorry it is.

Anecdotal evidence isn't proof of anything. It's proof that extreme side effects are brought about with all Medicine.

#covid #antivax #Pfizer #vaccines https://t.co/Lj5AowTV7i",T,Y,2022-04-15 21:42:05+00:00,"covid,antivax,pfizer,vaccines",,
Janette???????(she/her),Thedas,@ASlavitt @AmyDashTV Why is it going to take 3 months for children &lt;5 to receive approval when it took 2 months at most for every other age group? And I haven?? forgotten that you edited out the CDC director?? comment about masks being the scarlet lett,--,,2022-04-15 21:41:38+00:00,,,
QUENB,,Statement on Timeline for COVID-19 Vaccine Requirements in SchoolS ??LASchools????LAUSDSup??@UTLAnow ??PST4LAPublicEd????UTLAUncensored??I hope this is enough for you! #nomoremandates #leaveourkidsalone https://t.co/VXL52nbJ3O,--,,2022-04-15 21:41:09+00:00,"nomoremandates,leaveourkidsalone",,
Lee Garrison,,The MASK MADATE'S and more COVID restriction's are just around the corner. Say NO to GLOBAL ELITE'S and AUTHORITARIAN DICTATOR'S like the CDC and the BIDEN REGIME. Anthony FAUCI is a FRAUD. He personally OWN'S PATENT'S on ingredient's used to make COVID vaccine's.,--,,2022-04-15 21:40:38+00:00,,,
David Ghosh,London,Covid vaccine technology could create first cure for heart attacks | News | The Times https://t.co/P47uoAh8MN,T,N,2022-04-15 21:40:33+00:00,,,
Captain Wonkish,"Birmingham, UK",@brade_jan @alanvibe @ClareCraigPath Proof that this happened and was actually because of a COVID vaccine? I assume notes from their doctor saying this etc.? Be good to see that evidence.,--,,2022-04-15 21:39:53+00:00,,,
Jamie David,,"@tooronlists continues to drive inflation up to the highest point in history by subsidizing a war he cannot possibly win, galvanize support for Putin by saying he gets to decide who is allow to rule Russia, has more deaths from covid than under trump desp",--,,2022-04-15 21:39:44+00:00,,,
Prole53,England ??????????????,It?? not going to end unless enough people say no as a new COVID-19 vaccine developed by Valneva has been granted regulatory approval in the UK,--,,2022-04-15 21:37:52+00:00,,,
LisaMarieDuke1,,"@piercedgeek You??e not about math, you??e a lying propagandist hireling pushing lethal injections. 

??'m not here to convince anyone to take a vaccine, just to reject BS stats and make an informed decision based on reality.??
Here?? reality:

https://t.",--,,2022-04-15 21:37:31+00:00,,,
anna davidson,"fort myers, fl",Dear @Moderna @Pfizer since ya'll were able to create a covid vaccine in less than 6 months do you think ya'll could develop a version of prednisone that will not shut down your organs and kill you so I can take it daily for my allergies and sinus issues? Please and thank you ??,--,,2022-04-15 21:37:06+00:00,,,
Marcat,Texas,@Reba80 @nathaliejacoby1 I know people that have died from Covid. I don?? know anyone who has died from the vaccine.,--,,2022-04-15 21:37:03+00:00,,,
Brandon,,"@ottoanilingus @jamesvenes @Elmanogonsalves @matthewkawahara @sfchronicle people change their minds. But realistically what doesnt make sense to me, is that why should we force someone to get a vaccine that is new(er), when vaccinated people are still cat",F,Y,2022-04-15 21:37:00+00:00,,,
Irish,,"@Justin35416110 @TruthOnly1226 @DrJamesOlsson Oh yeah, all the anti-vaxxers now blame the vaccine for all the issues Covid originally caused.",--,,2022-04-15 21:36:42+00:00,,,
Smitty,Oakbank MB,@orrkid1 @DoctorsManitoba @jossreimer @MarciaJAnderson @protectourpplmb @SharedHealthMB @WinnipegRHA @SouthernSante @NorthHealthMB @IERHA_MB With the higher rate of vaccination it only stands to reason that there is more vaccinated in hospital than vaccin,T,N,2022-04-15 21:36:15+00:00,,,
Uwagbale Edward-Ekpu,Nigeria,"More humans now understand virus &amp; vaccine, likely more than ever before. Thanks to the Covid-19 pandermc.",--,,2022-04-15 21:35:59+00:00,,,
El mama bear????,"Mississauga, Ontario",@budweiserstage why are you still requiring vaccine passes? This should have ended when the province dropped them! Vaccinated can get and spread Covid! #EndTheMandates @fordnation,--,,2022-04-15 21:35:47+00:00,endthemandates,,
Robert,,"@VictorianCHO Come on mate, haven't you guys got enough money from Gates, Fouci and Big Pharma. You know this fake Vaccine don't work. How about bringing back IVM AND HCQ, which have been proven to save lives and prevent Covid. You so called health profes",F,N,2022-04-15 21:35:42+00:00,,,
Caught in the Web,"Washington, USA","@jackson_mnslp @SuzCrimi 3) All cause mortality sky rocketed, not after covid appeared, but after the VACCINE ROLLOUT. Check out any life insurance companies numbers. They all reflect this.",F,Y,2022-04-15 21:35:23+00:00,,,
mary poppins,,Pfizer &amp; FDA knew Covid Vaccine caused Immunosuppression &amp; VAED/ADE in Feb 2021; and they knew it was killing people ??The Expose https://t.co/f0BRb8UGIh,F,Y,2022-04-15 21:35:20+00:00,,,
IUPUI,"Indianapolis, IN","Campus Health is hosting a flu shot and COVID-19 vaccine clinic at the Campus Center on April 18. 

Sign-up: https://t.co/txpmmkcm20 https://t.co/qj4gj76WeY",--,,2022-04-15 21:35:01+00:00,,,
Bearing Witness for Ecology etc. by Big Earth Data,New York City,"Hybrid Immunity Provides Longer Protection Than Past COVID Infection: The Wire Science https://t.co/UGdBKO9drn 

MORE w/ EcoSearch: https://t.co/JCNdWunTRW",T,N,2022-04-15 21:35:00+00:00,,,
Deadpoet,,"@DCLiars @rgrivera1113 @perealaw @Jasper33430720 @AndrewRoseSC Then you should also know that vaccine regiments change with locale. When you go to a place, you get vaccinated for what you??l be exposed to. That?? how it?? always worked. Now troops are bei",T,Y,2022-04-15 21:34:37+00:00,,,
S. Thomas Walker,"Wichita, KS - U.S.A",WTF! I got a shingles vaccine this morning and my arm hurts worse than it did with the COVID vaccine. Sheesh. https://t.co/V2IXopQtFR,--,,2022-04-15 21:34:24+00:00,,,
Joseph Nelson,"Gilbert, AZ","@CynsTreat @Loki_and_Coffee @SamiPJami @anRNhasnoname And yes, Covid causes enlarged hearts, blood clots, &amp; aneurysms. Is why the vax has some of same side affects only milder, due to the immune response of the body against covid, whether introduced a",--,,2022-04-15 21:34:07+00:00,,,
Physician's Weekly,"Basking Ridge, NJ","strategy that examines topics w/ your colleagues' perspectives through multiple lenses to illustrate the impact on their (&amp; your) practice!

First topic is pediatric #COVID19 #VaccineHesitancy
https://t.co/TeLqcVbIpS

#MedTwitter #SoMeDocs https://t.co/ewkQNPBpSY",--,,2022-04-15 21:34:00+00:00,"covid19,vaccinehesitancy,medtwitter,somedocs",,
C TRUTH,"Farm Country Wisconsin, USA","@4protectedright @JOHNCARDELLA2 @SenRonJohnson @milwaukeeva Myocarditis was found in 23 of 2.8 million doses? An incidence rate of .00004%. These reports mentioned no ICU admittance amongst those 23, only stating that they were recovering at time of publi",F,Y,2022-04-15 21:33:24+00:00,,,
Chris,"Florida, USA",@deelee_bee @BitcoinBlessed @yishan They only say self proclaimed now but we??e in full support of him prior to COVID. He?? been apart of every out break for the last few decades. He?? even states the vaccine has merit but also warns caution which idk how,T,N,2022-04-15 21:33:19+00:00,,,
Captain Wonkish,"Birmingham, UK","@brade_jan @alanvibe @ClareCraigPath Got any proof of that:

1. Being true?

2. Having anything to do with a  COVID vaccine?",--,,2022-04-15 21:32:52+00:00,,,
Kane County Chronicle - Shaw Local,Tri-Cities and Kaneland,A state appellate court ruled this week that it will not block enforcement of the Pritzker administration?? mandate that certain categories of public employees either be vaccinated against COVID-19 or undergo regular testing. https://t.co/2m7yHK4Rj8,--,,2022-04-15 21:32:05+00:00,,,
Record Newspapers - Shaw Local,"Yorkville,Ill.",A state appellate court ruled this week that it will not block enforcement of the Pritzker administration?? mandate that certain categories of public employees either be vaccinated against COVID-19 or undergo regular testing. https://t.co/XiTHJliejZ,--,,2022-04-15 21:32:05+00:00,,,
cory leonard,"Provo, UT","Interesting interview with Mamet on nonconformity, free thinking, and conservatism.   https://t.co/yPfGFtFMf4",--,,2022-04-15 21:31:49+00:00,,,
Riccardo Rourke,,"What if this insinuates that lockdowns, social Distancing Masking etc, were exactly what we didn't need to do? That these exacerbated spread?
Est voila...le vaccine !

#Ottawa #cdnpoli #Canada @MDinCanada @FrankGrimes_Jr #Covid_19 https://t.co/UAtFvoeSAC",--,,2022-04-15 21:31:22+00:00,"ottawa,cdnpoli,canada,covid_19",,
Bureau Co Republican,"Princeton, Illinois",A state appellate court ruled this week that it will not block enforcement of the Pritzker administration?? mandate that certain categories of public employees either be vaccinated against COVID-19 or undergo regular testing. https://t.co/sUP8o1vJtP,--,,2022-04-15 21:31:05+00:00,,,
Iain Gunn,,"@pacortez16 @V8Stag73 @jimharringtonkk People are have long term health issues because they have been poisoned by the covid jab, which is not a vaccine.",F,N,2022-04-15 21:30:27+00:00,,,
???????? ???????????? ??????????,World,Albumedix and Valneva's collaboration to include newly approved inactivated COVID-19 vaccine https://t.co/LsZUG03giv #Companies https://t.co/eQQT8822Zi #news 384,--,,2022-04-15 21:30:16+00:00,"companies,news",,
???????? ???????????? ??????????,World,UK approves Moderna COVID-19 vaccine for children aged 6-11 https://t.co/sh8U4wPdz3 #Health https://t.co/eQQT8822Zi #news 22,T,N,2022-04-15 21:30:10+00:00,"health,news",,
Eyewitness News,New York City,Pfizer to seek COVID-19 booster for healthy 5- to 11-year-olds https://t.co/JDwdekxTN2 https://t.co/ACpbbD8m9B,--,,2022-04-15 21:30:10+00:00,,,
SkepticalRaptor,"Los Angeles, CA",I got my @Pfizer #COVID #vaccine #booster ??Bill Gates didn?? call me. My 5G iPhone is still annoying. I'm still not a reptilian (though I am a feathered non-avian dinosaur). My heart is still working.  https://t.co/ediL3OsqDA #VaccinesWork #VaccineSideEffects https://t.co/AN2OcZniQT,T,N,2022-04-15 21:30:07+00:00,"covid,vaccine,booster,vaccineswork,vaccinesideeffects",,
Vanderbilt School of Nursing,"Nashville, TN","""Factors Affecting COVID-19 Vaccine Hesitancy in Parents of Children with Cancer,"" by Micah Skeens, PhD'18, Terrah Foster Akard, PhD'08, MSN'01, et al, is published in Pediatric Blood &amp; Cancer. https://t.co/bNTcI4kFYq 

#oncology #VU4Life #WhatNursesDo #STEM",--,,2022-04-15 21:30:06+00:00,"oncology,vu4life,whatnursesdo,stem",,
Adrienne LaBelle,,"@denise_dewald I had a tow truck driver, young kid tell me he didn?? trust the covid vaccine. I said oh ok I said have you ever had chicken pox and he said no. I said yeah because you??e vaccinated!! I had CP because I?? old. Get vaccinated!!",T,Y,2022-04-15 21:30:05+00:00,,,
KHQA News,"Quincy, IL","Employees with the Illinois Department of Corrections are now suing over the state's COVID-19 testing and vaccine mandates.

https://t.co/6XeQPimzRL",--,,2022-04-15 21:30:00+00:00,,,
ffs,,"@Baggytrousers87 @1937wrb @UnityNewsNet Nor does covid ??
They died with covid not from. 
So it's like saying they had the vaccine but it was there underlying condition that killed them, it's just unlucky they had it.",--,,2022-04-15 21:29:34+00:00,,,
SIERRA SUN TIMES,"Mariposa, California","California  Invests $10 Million in New KidsVaxGrant to Increase COVID-19 Vaccine Access for Children
https://t.co/OejZGjDjkf",--,,2022-04-15 21:29:19+00:00,,,
SE.Dist.Health.Dept.,"Auburn, NE","Southeast District Health Department offers a walk-in clinic every Tuesday, from 12 PM to 3 PM. Here's a list of all other locations within our five-county health district, that provides the COVID-19 vaccine(s). Most locations require you to make an appointment ahead of time. https://t.co/CaSoFYFE14",--,,2022-04-15 21:29:14+00:00,,,
Momwithacause,,"@jenneraub My 4 kids had covid pre ""vaccine"" and for them, the only thing that lasted was loss of smell. For one of them it was 4 weeks. Otherwise quick and full recoveries. Thank God.",T,N,2022-04-15 21:29:12+00:00,,,
Beyond Rope And Fence,Mothership Earth ?? ,@novaxgirl So the article says they got this from getting Covid. They also get the Covid vaccine plus the virus?,--,,2022-04-15 21:29:06+00:00,,,
New Bedford Guide,"New Bedford, MA","Free, walk-up #COVID-19 clinics in #NewBedford offer first- and second-dose vaccines, CDC-approved booster shots, and pediatric vaccines and boosters for teens 12-17.
https://t.co/t3CGrvX75x",--,,2022-04-15 21:29:02+00:00,"covid,newbedford",,
??KM4OOS??????????Alabama USA,"@KimDotcom It did kill millions.  USA created covid-19, which is why the moderna vaccine worked.  Ask them about this virus they had part patented.",,T,N,,,,
??oudue??????He/Him,@SakurajimaD @bert_gilfoyle @PiperPerabo @kylegriffin1 Both of which you can freely say on Twitter. No one is denying the fact that there can be breakthrough cases for the vaccine. No vaccine is 100% effective. You just can't say Covid was created by Chin,,T,Y,,,,
Linda,,@mileslunn @DarkKnightABC @CalgaryRugbyDad @sunqueentrg Numbers lie all the time especially in covid all numbers have been a lie from masks work to the vaccine is a vaccine ??Canadian  pools are utter garbage run by liberals and NDP ??Notley was ahead las,--,,2022-04-15 21:28:31+00:00,,,
MDPatriotGal,Maryland,@BaltSymphony Disappointed in your outdated requirements for vax proof or Negative PCR test. NYC venues accepted negative antigen (home tests) even since February. And they just made this announcement: https://t.co/bgNz2Yc54x,--,,2022-04-15 21:27:55+00:00,,,
Holo,,"@GVOCollective @LibertyWarrio15 I think it depends where you are getting your information from.  The real science so far indicates that the vaccine is safe and prevents serious illness.  It does not prevent you from catching Covid, but should prevent a ho",T,N,2022-04-15 21:27:34+00:00,,,
The Basketball Fans,United States,Irving on vax saga: 'Made right decision for me' #TheBasketballFans #NBA https://t.co/1wttnRxp5Z,--,,2022-04-15 21:27:33+00:00,"thebasketballfans,nba",,
COVID-19 in Oklahoma...,"Oklahoma, USA","75.7% of all eligible Oklahomans (5+) have received at least one dose of the LIFESAVING COVID vaccine.

National average is 82.1%

Source:https://t.co/X8FT2xTGq0 https://t.co/PQ6Tb7y8eN",--,,2022-04-15 21:26:56+00:00,,,
Daris,,"SINOVAC COVID-19 VACCINE TURNS AN INNOCENT WOMAN INTO A ZOMBIE ??

Some of the recent footage out of China is highly disturbing. Almost everyone there is jabbed and people are dropping like flies all over the place. The hospitals are overrun

https://t.co/mCrCGem2tj https://t.co/W4qPTjkXJf",--,,2022-04-15 21:26:10+00:00,,,
Anna Woodward,United Kingdom,"#covid19 #COVID #COVIDIOTS Through deaths #lockdownextensions, raised #suicides #domesticviolence, #sexualabuse unemployment etc. #Covid_19 has caused havoc. #Hunger &amp; #riots R awaited. No #drugs no #vaccine STOP IT. Take advice https://t.co/6jkoEmSugZ https://t.co/zGvoMGHNX9",F,N,2022-04-15 21:26:07+00:00,"covid19,covid,covidiots,lockdownextensions,suicides,domesticviolence,sexualabuse,covid_19,hunger,riots,drugs,vaccine",,
john hussey,United States,Fox News guest spreads lie that the COVID vaccine is more dangerous than COVID https://t.co/xSzSiQkFCn,F,N,2022-04-15 21:25:58+00:00,,,
